step,wealth
673,28384.172315565054
674,29059.81823315304
675,28919.34910667845
676,29268.330761224424
677,30030.657079171353
678,28791.87916381697
679,28557.09874792029
680,28579.712002456316
681,28570.396689358586
682,28276.811608601558
683,27432.177019151106
684,27780.918214848938
685,27326.079913958463
686,28388.078673212145
687,28021.438196845433
688,27552.209187285902
689,26730.428302549546
690,27134.729327544024
691,26993.450908426006
692,27312.584769871388
693,26290.45608529129
694,26386.612397959198
695,26247.689240199496
696,26492.41408803093
697,26961.101513213656
698,26982.89508662982
699,26956.653879556456
700,26938.968774005047
701,26834.98446918477
702,27063.5691619769
703,27282.71116328645
704,27150.719679527458
705,27734.68471330265
706,28109.907646209063
707,28254.102486240554
708,28217.314567030327
709,28084.897874713486
710,28093.953740778026
711,28432.194120359512
712,28340.874439606978
713,28503.12613778663
714,28148.502117860655
715,28156.554977335698
716,28055.187201970642
717,27425.894390645088
718,27246.764448334096
719,27564.557785640714
720,26503.546144926353
721,26664.32528090528
722,26656.818544526595
723,27243.495307184072
724,27791.393257245396
725,27707.626777383593
726,28801.48655394756
727,29290.647397321343
728,29672.905202553848
729,29711.443280531348
730,29974.33502397644
731,30273.53143038824
732,29461.656355972864
733,29919.822213530835
734,29517.089367786106
735,27382.35968908737
736,26794.045309075012
737,27828.5458843672
738,27853.01532902537
739,27328.009290635975
740,26757.876557275675
741,26123.113237815494
742,25704.88637966107
743,25880.645605662092
744,26232.762929820263
745,26692.74106845427
746,26178.02947556615
747,25987.098387458773
748,26555.44777850292
749,26787.056806744255
750,26933.29048106148
751,27020.202155524898
752,26936.72316381237
753,26660.761173523977
754,25967.133336503124
755,25550.96746583254
756,25407.304514775078
757,25351.54729135945
758,25288.417040591645
759,25767.922572913565
760,26384.762993132397
761,26975.78330213837
762,27319.5483511985
763,27046.309550592265
764,27192.886579480593
765,27833.329085172096
766,27915.387823404
767,27785.32500511644
768,27673.80324524783
769,27479.220949352202
770,26817.388520557557
771,27045.63204108407
772,26818.482372458217
773,26453.212791411945
774,26697.671522124478
775,26449.159738578102
776,25553.528764964594
777,25158.163169510077
778,25027.04203341121
779,25656.687037225052
780,26086.240471843
781,25810.339950604222
782,26732.35208856276
783,26957.914492310105
784,26849.57961703218
785,26861.02053168359
